id,Amount Due,Closed,Currency,Customer,Date (UTC),Due Date (UTC),Ending Balance,Forgiven,Paid,Paid At (UTC),Marked Uncollectible At (UTC),Voided At (UTC),Finalized At (UTC),Minimum Line Item Period Start (UTC),Maximum Line Item Period End (UTC),Period Start (UTC),Period End (UTC),Starting Balance,Subscription,Subtotal,Total Discount Amount,Applied Coupons,Tax,Tax Percent,Total,Amount Paid,Status,Exclusive Tax Amount,Inclusive Tax Amount
in_1QsotaAFeGZf0UoOK0Nsml3q,"39,00",TRUE,usd,cus_RNiP5nWnvCjqFm,2025-02-15 17:11,,"0,00",FALSE,TRUE,2025-02-15 18:12,,,2025-02-15 18:12,2025-02-15 17:10,2025-03-15 17:10,2025-01-15 17:10,2025-02-15 17:10,"0,00",sub_1Qha72AFeGZf0UoOavUin5ea,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QsopmAFeGZf0UoOYgf2ImIx,"0,00",TRUE,usd,cus_LntH1l0IbucXtZ,2025-02-15 17:07,,"-68,38",FALSE,TRUE,2025-02-15 18:08,,,2025-02-15 18:08,2025-02-15 17:07,2025-03-15 17:07,2025-01-15 17:07,2025-02-15 17:07,"-68,38",sub_1LX6kyAFeGZf0UoO6UPqsZWj,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsokxAFeGZf0UoOOITaKLtv,"39,00",TRUE,usd,cus_QEuY1ZGDaPgKli,2025-02-15 17:02,,"0,00",FALSE,TRUE,2025-02-15 18:02,,,2025-02-15 18:02,2025-02-15 17:02,2025-03-15 17:02,2025-01-15 17:02,2025-02-15 17:02,"0,00",sub_1QAE8GAFeGZf0UoO5Xene3sf,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qsoa5AFeGZf0UoOMViVe9iZ,"105,00",TRUE,eur,cus_KjWWuDr4Pd4B55,2025-02-15 16:51,,"0,00",FALSE,TRUE,2025-02-15 17:51,,,2025-02-15 17:51,2025-02-15 16:50,2025-03-15 16:50,2025-01-15 16:50,2025-02-15 16:50,"0,00",sub_1K70g7AFeGZf0UoOHovvzQbO,"105,00","0,00",,,,"105,00","105,00",paid,,
in_1QsoNGAFeGZf0UoOraYWmYpr,"46,41",TRUE,eur,cus_P3MU5S8Ct1EhRU,2025-02-15 16:37,,"0,00",FALSE,TRUE,2025-02-22 7:39,,,2025-02-15 17:38,2025-02-15 16:36,2025-03-15 16:36,2025-01-15 16:36,2025-02-15 16:36,"0,00",sub_1OudkQAFeGZf0UoOqFHbBRU4,"39,00","0,00",,"7,41",19,"46,41","46,41",paid,"7,41","0,00"
in_1QsoKPAFeGZf0UoOJ5jAAYne,"0,00",TRUE,eur,cus_MZKwBRdRIwHTVM,2025-02-15 16:34,,"-14,20",FALSE,TRUE,2025-02-15 17:35,,,2025-02-15 17:35,2025-02-15 16:34,2025-03-15 16:34,2025-01-15 16:34,2025-02-15 16:34,"-14,20",sub_1M4S5ZAFeGZf0UoOj8Ws1los,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsoEcAFeGZf0UoOR03yqDvn,"0,00",TRUE,eur,cus_MeN8fQlU398HMa,2025-02-15 16:28,,"-75,66",FALSE,TRUE,2025-02-15 17:29,,,2025-02-15 17:29,2025-02-15 16:28,2025-03-15 16:28,2025-01-15 16:28,2025-02-15 16:28,"-75,66",sub_1MFKI2AFeGZf0UoOXYL2ctVf,"0,00","0,00",,,27,"0,00","0,00",paid,,
in_1Qsnv8AFeGZf0UoObFpwFawH,"0,00",TRUE,eur,cus_P5eOpTbriyRgzM,2025-02-15 16:08,,"-25,00",FALSE,TRUE,2025-02-15 17:09,,,2025-02-15 17:09,2025-02-15 16:08,2025-03-15 16:08,2025-01-15 16:08,2025-02-15 16:08,"-25,00",sub_1ONdwGAFeGZf0UoOTyiLAnj2,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1QsnlQAFeGZf0UoOm5BWil9n,"39,00",TRUE,usd,cus_QANR0tlSYXoKjy,2025-02-15 15:58,,"0,00",FALSE,TRUE,2025-02-15 16:59,,,2025-02-15 16:59,2025-02-15 15:57,2025-03-15 15:57,2025-01-15 15:57,2025-02-15 15:57,"0,00",sub_1QLRuAAFeGZf0UoOrQYvKRBW,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QsnjRAFeGZf0UoO3MOCVOlB,"39,00",TRUE,usd,cus_RizAqZz4K2zS0Z,2025-02-15 15:56,,"0,00",FALSE,TRUE,2025-02-15 15:56,,,2025-02-15 15:56,2025-02-15 15:56,2025-03-15 15:56,2025-02-15 15:56,2025-02-15 15:56,"0,00",sub_1QsnjRAFeGZf0UoO8D2czq7W,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QsnVgAFeGZf0UoO5Un3h1wD,"348,00",TRUE,usd,cus_Rh3weWkuSzgySg,2025-02-15 15:42,,"0,00",FALSE,TRUE,2025-02-15 15:42,,,2025-02-15 15:42,2025-02-15 15:42,2026-02-15 15:42,2025-02-15 15:42,2025-02-15 15:42,"0,00",sub_1QsnVgAFeGZf0UoOb9YTjCDL,"348,00","0,00",,,,"348,00","348,00",paid,,
in_1QsnRXAFeGZf0UoOpeTViIJK,"37,05",TRUE,usd,cus_PodKHwLVxSgw1K,2025-02-15 15:38,,"0,00",FALSE,TRUE,2025-02-15 16:38,,,2025-02-15 16:38,2025-02-15 15:37,2025-03-15 15:37,2025-01-15 15:37,2025-02-15 15:37,"0,00",sub_1P46UCAFeGZf0UoOKrQk43uY,"39,00","1,95",w5LPZgtu,,,"37,05","37,05",paid,,
in_1QsnR8AFeGZf0UoOY5qNd1x5,"0,00",TRUE,usd,cus_IJmYcWwoh4rQQH,2025-02-15 15:37,,"-12,70",FALSE,TRUE,2025-02-15 16:38,,,2025-02-15 16:38,2025-02-15 15:36,2025-03-15 15:36,2025-01-15 15:36,2025-02-15 15:36,"-12,70",sub_IlREwhvaCT4qHO,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsnH2AFeGZf0UoO4Z1LFWXL,"39,00",TRUE,eur,cus_QXZxuXcFfdhgmx,2025-02-15 15:27,,"0,00",FALSE,TRUE,2025-02-17 11:52,,,2025-02-15 16:28,2025-02-15 15:26,2025-03-15 15:26,2025-01-15 15:26,2025-02-15 15:26,"0,00",sub_1Po5ZBAFeGZf0UoOKk1gDQXr,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QsnBbAFeGZf0UoO40ZGqLGh,"0,00",TRUE,eur,cus_Mteq480zGQ5JcC,2025-02-15 15:21,,"-29,40",FALSE,TRUE,2025-02-15 16:22,,,2025-02-15 16:22,2025-02-15 15:20,2025-03-15 15:20,2025-01-15 15:20,2025-02-15 15:20,"-29,40",sub_1MbmmpAFeGZf0UoOzsXiMb3G,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qsn0vAFeGZf0UoOQ4NUJtgg,"156,00",TRUE,eur,cus_RDlhgKs0iC57Zh,2025-02-15 15:10,,"0,00",FALSE,TRUE,2025-02-15 16:11,,,2025-02-15 16:11,2025-02-15 15:10,2025-03-15 15:10,2025-01-15 15:10,2025-02-15 15:10,"0,00",sub_1QhYEdAFeGZf0UoOWyZoi7hd,"156,00","0,00",,,,"156,00","156,00",paid,,
in_1QsmZKAFeGZf0UoOrmj6NGkH,"46,80",TRUE,eur,cus_KPD2TvzZerMulF,2025-02-15 14:42,,"0,00",FALSE,TRUE,2025-02-15 15:43,,,2025-02-15 15:43,2025-02-15 14:41,2025-03-15 14:41,2025-01-15 14:41,2025-02-15 14:41,"0,00",sub_1QLQiVAFeGZf0UoObSzdHBtJ,"39,00","0,00",,"7,80",20,"46,80","46,80",paid,"7,80","0,00"
in_1QsmUwAFeGZf0UoOKhztMrAk,"94,80",TRUE,eur,cus_Pr8G0XndxFLaQj,2025-02-15 14:37,,"0,00",FALSE,TRUE,2025-02-15 15:38,,,2025-02-15 15:38,2025-02-15 14:37,2025-03-15 14:37,2025-01-15 14:37,2025-02-15 14:37,"0,00",sub_1P5qeXAFeGZf0UoOL6MVaGxW,"79,00","0,00",,"15,80",20,"94,80","94,80",paid,"15,80","0,00"
in_1QsmR6AFeGZf0UoOrTAsQc89,"78,00",TRUE,eur,cus_PU1lYYNC62XnAS,2025-02-15 14:33,,"0,00",FALSE,TRUE,2025-02-15 15:34,,,2025-02-15 15:34,2025-02-15 14:33,2025-03-15 14:33,2025-01-15 14:33,2025-02-15 14:33,"0,00",sub_1Ok5zyAFeGZf0UoOTRypl874,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1QsmQ1AFeGZf0UoO46ir7t41,"39,00",TRUE,usd,cus_QZP92CuQs5qoHC,2025-02-15 14:32,,"0,00",FALSE,TRUE,2025-02-15 15:33,,,2025-02-15 15:33,2025-02-15 14:31,2025-03-15 14:31,2025-01-15 14:31,2025-02-15 14:31,"0,00",sub_1QLQYhAFeGZf0UoOOJ4n4ZLf,"39,00","0,00",,,19,"39,00","39,00",paid,,
in_1QsmGuAFeGZf0UoOQdNIics6,"20,00",TRUE,eur,cus_LxcFjaiIKHlBA5,2025-02-15 14:23,,"0,00",FALSE,TRUE,2025-02-15 15:24,,,2025-02-15 15:24,2025-02-15 14:22,2025-03-15 14:22,2025-01-15 14:22,2025-02-15 14:22,"0,00",sub_1LLpPiAFeGZf0UoOD1D2OOjr,"20,00","0,00",,,,"20,00","20,00",paid,,
in_1Qsm9iAFeGZf0UoOLoVG2ezi,"0,00",TRUE,eur,cus_IvAZGFg6SH7cDT,2025-02-15 14:15,,"-41,83",FALSE,TRUE,2025-02-15 15:15,,,2025-02-15 15:15,2025-02-15 14:14,2025-03-15 14:14,2025-01-15 14:14,2025-02-15 14:14,"-41,83",sub_Ix1uaFryQv4KBf,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1Qsm91AFeGZf0UoOhKfrO5aM,"79,00",TRUE,eur,cus_RlFCqxoyJ6Vjlv,2025-02-15 14:14,,"0,00",FALSE,TRUE,2025-02-19 1:08,,,2025-02-15 14:14,2025-02-15 14:14,2025-03-15 14:14,2025-02-15 14:14,2025-02-15 14:14,"0,00",sub_1Qsm91AFeGZf0UoOhVqXKV65,"79,00","0,00",,,19,"79,00","79,00",paid,,
in_1Qsm8tAFeGZf0UoOamQQ1ADC,"93,60",TRUE,eur,cus_JQzkgPkUkTzLgW,2025-02-15 14:14,,"0,00",FALSE,TRUE,2025-02-15 15:15,,,2025-02-15 15:15,2025-02-15 14:14,2025-03-15 14:14,2025-01-15 14:14,2025-02-15 14:14,"0,00",sub_1QLQIMAFeGZf0UoOLeq6dllP,"78,00","0,00",,"15,60",20,"93,60","93,60",paid,"15,60","0,00"
in_1Qsm8lAFeGZf0UoOX6w4uX4l,"117,00",TRUE,eur,cus_PvzXvMQFvlJbZY,2025-02-15 14:14,,"0,00",FALSE,TRUE,2025-02-15 15:15,,,2025-02-15 15:15,2025-02-15 14:14,2025-03-15 14:14,2025-01-15 14:14,2025-02-15 14:14,"0,00",sub_1PGib3AFeGZf0UoOLjut0I88,"117,00","0,00",,,,"117,00","117,00",paid,,
in_1Qsm3rAFeGZf0UoO56ZsXGsh,"46,80",TRUE,eur,cus_IiS1YEL6AL07tW,2025-02-15 14:09,,"0,00",FALSE,TRUE,2025-02-15 15:10,,,2025-02-15 15:10,2025-02-15 14:08,2025-03-15 14:08,2025-01-15 14:08,2025-02-15 14:08,"0,00",sub_J7W8gBJEJ36pMZ,"39,00","0,00",,"7,80",,"46,80","46,80",paid,"7,80","0,00"
in_1Qsm1hAFeGZf0UoOCRD2XTxE,"70,00",TRUE,eur,cus_LtSnvkK9ARIcWb,2025-02-15 14:07,,"0,00",FALSE,TRUE,2025-02-15 15:08,,,2025-02-15 15:08,2025-02-15 14:06,2025-03-15 14:06,2025-01-15 14:06,2025-02-15 14:06,"0,00",sub_1MluygAFeGZf0UoOKBJhkKeu,"70,00","0,00",,,,"70,00","70,00",paid,,
in_1Qslr1AFeGZf0UoO9McPLksJ,"39,00",TRUE,usd,cus_R7wxB63Ovg1Rhi,2025-02-15 13:56,,"0,00",FALSE,TRUE,2025-02-15 14:57,,,2025-02-15 14:57,2025-02-15 13:56,2025-03-15 13:56,2025-01-15 13:56,2025-02-15 13:56,"0,00",sub_1QhX4yAFeGZf0UoOpoRcNKE7,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QslkyAFeGZf0UoO0bID9Sg7,"0,00",TRUE,eur,cus_JZbqTDdBhf1g6A,2025-02-15 13:50,,"-1,62",FALSE,TRUE,2025-02-15 14:50,,,2025-02-15 14:50,2025-02-15 13:49,2025-03-15 13:49,2025-01-15 13:49,2025-02-15 13:49,"-1,62",sub_1Jw5YrAFeGZf0UoOrUSIUswr,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1QslkxAFeGZf0UoOq9Bl95Is,"39,00",TRUE,eur,cus_RaMbGi0FwluPuI,2025-02-15 13:50,,"0,00",FALSE,TRUE,2025-02-15 14:51,,,2025-02-15 14:51,2025-02-15 13:49,2025-03-15 13:49,2025-01-15 13:49,2025-02-15 13:49,"0,00",sub_1QhWyHAFeGZf0UoORmmxpogL,"39,00","0,00",,,19,"39,00","39,00",paid,,
in_1QslkIAFeGZf0UoOEctQZefh,"117,00",TRUE,usd,cus_OvvqMmkeNDWoph,2025-02-15 13:49,,"0,00",FALSE,TRUE,2025-02-15 14:50,,,2025-02-15 14:50,2025-02-15 13:49,2025-03-15 13:49,2025-01-15 13:49,2025-02-15 13:49,"0,00",sub_1OCjSlAFeGZf0UoOA6yprC2t,"117,00","0,00",,,,"117,00","117,00",paid,,
in_1QsljCAFeGZf0UoOAKfNGw2G,"39,00",TRUE,usd,cus_QFJSTD3Suwejgn,2025-02-15 13:48,,"0,00",FALSE,TRUE,2025-02-15 14:49,,,2025-02-15 14:49,2025-02-15 13:47,2025-03-15 13:47,2025-01-15 13:47,2025-02-15 13:47,"0,00",sub_1QhWwgAFeGZf0UoOWLDG28AJ,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QslPYAFeGZf0UoOw7ukzUnH,"0,00",TRUE,eur,cus_PBj132JV2xvtHa,2025-02-15 13:28,,"-22,00",FALSE,TRUE,2025-02-15 14:28,,,2025-02-15 14:28,2025-02-15 13:27,2025-03-15 13:27,2025-01-15 13:27,2025-02-15 13:27,"-22,00",sub_1OYqChAFeGZf0UoOz9wyo0hk,"0,00","0,00",,,19,"0,00","0,00",paid,,
in_1QslJ5AFeGZf0UoObZfr9szP,"348,00",TRUE,eur,cus_NGx4FGjZAAHNuu,2025-02-15 13:21,,"0,00",FALSE,TRUE,2025-02-15 14:21,,,2025-02-15 14:21,2025-02-15 13:21,2026-02-15 13:21,2024-02-15 13:21,2025-02-15 13:21,"0,00",sub_1Mbkv2AFeGZf0UoO74JTadAQ,"348,00","0,00",,,,"348,00","348,00",paid,,
in_1QslFlAFeGZf0UoOjBeqYRBE,"0,00",TRUE,eur,cus_KhOl5tFzCvKvXF,2025-02-15 13:17,,"-32,17",FALSE,TRUE,2025-02-15 14:18,,,2025-02-15 14:18,2025-02-15 13:17,2025-03-15 13:17,2025-01-15 13:17,2025-02-15 13:17,"-32,17",sub_1MFHJJAFeGZf0UoOFeEEuGAs,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1QslFJAFeGZf0UoOFfE2IpAE,"39,00",TRUE,eur,cus_PYyFy1JAwidwVP,2025-02-15 13:17,,"0,00",FALSE,TRUE,2025-02-15 14:17,,,2025-02-15 14:17,2025-02-15 13:16,2025-03-15 13:16,2025-01-15 13:16,2025-02-15 13:16,"0,00",sub_1OuacWAFeGZf0UoONmY1pPoH,"39,00","0,00",,,19,"39,00","39,00",paid,,
in_1Qsl5QAFeGZf0UoOvo6C2g3j,"94,80",TRUE,eur,cus_QTlYJssqzSCIVC,2025-02-15 13:07,,"0,00",FALSE,TRUE,2025-02-16 16:11,,,2025-02-15 14:08,2025-02-15 13:06,2025-03-15 13:06,2025-01-15 13:06,2025-02-15 13:06,"0,00",sub_1Pcoc8AFeGZf0UoOoN4ixN1Z,"79,00","0,00",,"15,80",20,"94,80","94,80",paid,"15,80","0,00"
in_1QskaOAFeGZf0UoOkvS9i7KD,"0,00",TRUE,eur,cus_NpIogMWakM6iaA,2025-02-15 12:35,,"-12,03",FALSE,TRUE,2025-02-15 13:35,,,2025-02-15 13:35,2025-02-15 12:34,2025-03-15 12:34,2025-01-15 12:34,2025-02-15 12:34,"-12,03",sub_1N80bnAFeGZf0UoOKlbB4Owq,"0,00","0,00",,,21,"0,00","0,00",paid,,
in_1QskSBAFeGZf0UoOjDyIurXa,"46,80",TRUE,eur,cus_Qu26xVFgD3CEQD,2025-02-15 12:26,,"0,00",FALSE,TRUE,2025-02-15 13:27,,,2025-02-15 13:27,2025-02-15 12:25,2025-03-15 12:25,2025-01-15 12:25,2025-02-15 12:25,"0,00",sub_1QA9p0AFeGZf0UoO4x9QBVe7,"39,00","0,00",,"7,80",20,"46,80","46,80",paid,"7,80","0,00"
in_1QskP9AFeGZf0UoO0xBVyQYE,"39,00",TRUE,usd,cus_RXT7FpOGL4Cg4d,2025-02-15 12:23,,"0,00",FALSE,TRUE,2025-02-15 13:24,,,2025-02-15 13:24,2025-02-15 12:23,2025-03-15 12:23,2025-01-15 12:23,2025-02-15 12:23,"0,00",sub_1QhVciAFeGZf0UoOlpx9ypTj,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QskCGAFeGZf0UoOiIBpf3bM,"117,00",TRUE,eur,cus_NQutFxfEpcJNKh,2025-02-15 12:10,,"0,00",FALSE,TRUE,2025-02-15 13:11,,,2025-02-15 13:11,2025-02-15 12:10,2025-03-15 12:10,2025-01-15 12:10,2025-02-15 12:10,"0,00",sub_1Mlt9jAFeGZf0UoOMLufvkjM,"117,00","0,00",,,,"117,00","117,00",paid,,
in_1Qsk6tAFeGZf0UoOYaBuD7el,"79,00",TRUE,eur,cus_Rag7EgBJWblx4m,2025-02-15 12:04,,"0,00",FALSE,TRUE,2025-02-15 13:05,,,2025-02-15 13:05,2025-02-15 12:03,2025-03-15 12:03,2025-01-15 12:03,2025-02-15 12:03,"0,00",sub_1QhVJyAFeGZf0UoOPddH0r4d,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1Qsjv0AFeGZf0UoOapRXlTsQ,"0,00",TRUE,eur,cus_OwFV8MIBBiwh6C,2025-02-15 11:52,,"-32,24",FALSE,TRUE,2025-02-15 12:52,,,2025-02-15 12:52,2025-02-15 11:51,2025-03-15 11:51,2025-01-15 11:51,2025-02-15 11:51,"-32,24",sub_1OChdDAFeGZf0UoOOOSx7vAA,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1QsjdLAFeGZf0UoOtQpeNsK8,"39,00",TRUE,eur,cus_QBj8QV1Xgnew2Q,2025-02-15 11:34,,"0,00",FALSE,TRUE,2025-02-15 12:34,,,2025-02-15 12:34,2025-02-15 11:33,2025-03-15 11:33,2025-01-15 11:33,2025-02-15 11:33,"0,00",sub_1PRurWAFeGZf0UoOKJxTr7KF,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QsjckAFeGZf0UoODnkBUmbb,"0,00",TRUE,eur,cus_L9iKx9Tq2tWuIz,2025-02-15 11:33,,"-31,29",FALSE,TRUE,2025-02-15 12:33,,,2025-02-15 12:33,2025-02-15 11:32,2025-03-15 11:32,2025-01-15 11:32,2025-02-15 11:32,"-31,29",sub_1LiGJ2AFeGZf0UoOSIoSJijp,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsjYTAFeGZf0UoOIdn4Bm2T,"39,00",TRUE,eur,cus_QtwkbOfwA4r1GV,2025-02-15 11:29,,"0,00",FALSE,TRUE,2025-02-15 11:29,,,2025-02-15 11:29,2025-02-15 11:29,2025-03-15 11:29,2025-02-15 11:29,2025-02-15 11:29,"0,00",sub_1QsjYTAFeGZf0UoOdp4U1v4U,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QsjN7AFeGZf0UoOVSwnZSnN,"0,00",TRUE,eur,cus_MLqw8g2mq0pFOx,2025-02-15 11:17,,"-10,02",FALSE,TRUE,2025-02-15 12:18,,,2025-02-15 12:18,2025-02-15 11:16,2025-03-15 11:16,2025-01-15 11:16,2025-02-15 11:16,"-10,02",sub_1LiG3eAFeGZf0UoOCOfgrI9E,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qsj56AFeGZf0UoOI4vcEZsh,"0,00",TRUE,eur,cus_PJVuMPpKbtFfJA,2025-02-15 10:58,,"-26,29",FALSE,TRUE,2025-02-15 11:59,,,2025-02-15 11:59,2025-02-15 10:57,2025-03-15 10:57,2025-01-15 10:57,2025-02-15 10:57,"-26,29",sub_1OYnrQAFeGZf0UoOkWZYXBMl,"0,00","0,00",,"0,00",21,"0,00","0,00",paid,"0,00","0,00"
in_1QsixmAFeGZf0UoO2seq4Uwf,"0,00",TRUE,usd,cus_PqRj0cGL2Uzyoj,2025-02-15 10:51,,"-2,63",FALSE,TRUE,2025-02-15 11:51,,,2025-02-15 11:51,2025-02-15 10:50,2025-03-15 10:50,2025-01-15 10:50,2025-02-15 10:50,"-2,63",sub_1P5n7dAFeGZf0UoOb68RG7Oz,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsibkAFeGZf0UoO5PKw2Dbu,"56,00",TRUE,eur,cus_NmjBFbR4wPApJZ,2025-02-15 10:28,,"0,00",FALSE,TRUE,2025-02-15 11:28,,,2025-02-15 11:28,2025-02-15 10:28,2025-03-15 10:28,2025-01-15 10:28,2025-02-15 10:28,"0,00",sub_1N7ydIAFeGZf0UoOPNsSSKMs,"70,00","14,00",VIVIEN20,,,"56,00","56,00",paid,,
in_1QsiZMAFeGZf0UoOd66SmESG,"117,00",TRUE,eur,cus_M07leLr59DOE0H,2025-02-15 10:25,,"0,00",FALSE,TRUE,2025-02-15 11:26,,,2025-02-15 11:26,2025-02-15 10:25,2025-03-15 10:25,2025-01-15 10:25,2025-02-15 10:25,"0,00",sub_1Ok27vAFeGZf0UoOgJELug3j,"117,00","0,00",,,25,"117,00","117,00",paid,,
in_1QsiVxAFeGZf0UoOllPMHqIU,"0,00",TRUE,eur,cus_OvCePVgAXsIXXp,2025-02-15 10:22,,"-20,19",FALSE,TRUE,2025-02-15 11:23,,,2025-02-15 11:23,2025-02-15 10:22,2025-03-15 10:22,2025-01-15 10:22,2025-02-15 10:22,"-20,19",sub_1ONYX8AFeGZf0UoO9aV2b6Zz,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsiSUAFeGZf0UoOiXOf3wPe,"117,00",TRUE,eur,cus_O0YTrGOgS89ICg,2025-02-15 10:18,,"0,00",FALSE,TRUE,2025-02-15 11:19,,,2025-02-15 11:19,2025-02-15 10:18,2025-03-15 10:18,2025-01-15 10:18,2025-02-15 10:18,"0,00",sub_1NJDGOAFeGZf0UoOU8FszXGW,"117,00","0,00",,,23,"117,00","117,00",paid,,
in_1QsiFTAFeGZf0UoO1AL6qMsy,"0,00",TRUE,eur,cus_PgFrH9vgPXTtOn,2025-02-15 10:05,,"-4,88",FALSE,TRUE,2025-02-15 11:06,,,2025-02-15 11:06,2025-02-15 10:04,2025-03-15 10:04,2025-01-15 10:04,2025-02-15 10:04,"-4,88",sub_1P5mPEAFeGZf0UoOfAd61iP1,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsiB3AFeGZf0UoOuWzTc5oA,"0,00",TRUE,usd,cus_MQK2vX6m2BD7RH,2025-02-15 10:00,,"-26,29",FALSE,TRUE,2025-02-15 11:02,,,2025-02-15 11:02,2025-02-15 9:59,2025-03-15 9:59,2025-01-15 9:59,2025-02-15 9:59,"-26,29",sub_1LiErQAFeGZf0UoOzsWvYJPd,"0,00","0,00",,,19,"0,00","0,00",paid,,
in_1Qsi2LAFeGZf0UoOB3SFoiHY,"39,00",TRUE,eur,cus_RG54ibeM9J4xMQ,2025-02-15 9:51,,"0,00",FALSE,TRUE,2025-02-15 10:52,,,2025-02-15 10:52,2025-02-15 9:51,2025-03-15 9:51,2025-01-15 9:51,2025-02-15 9:51,"0,00",sub_1QhTG2AFeGZf0UoOqin7uz96,"39,00","0,00",,,19,"39,00","39,00",paid,,
in_1Qsi1nAFeGZf0UoOjBnVfmap,"39,00",TRUE,eur,cus_RG5TeQXWsVQbpN,2025-02-15 9:51,,"0,00",FALSE,TRUE,2025-02-15 10:52,,,2025-02-15 10:52,2025-02-15 9:51,2025-03-15 9:51,2025-01-15 9:51,2025-02-15 9:51,"0,00",sub_1QhTFbAFeGZf0UoObFwNQt3C,"39,00","0,00",,,19,"39,00","39,00",paid,,
in_1QshqfAFeGZf0UoOJG7uog54,"39,00",TRUE,eur,cus_MiKFJPeqHqN9nB,2025-02-15 9:39,,"0,00",FALSE,TRUE,2025-02-15 10:40,,,2025-02-15 10:40,2025-02-15 9:39,2025-03-15 9:39,2025-01-15 9:39,2025-02-15 9:39,"0,00",sub_1OYmdlAFeGZf0UoORvIh4QY5,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QshjjAFeGZf0UoOk0tew8za,"39,00",TRUE,eur,cus_NjEWvWF6gUBJ2P,2025-02-15 9:32,,"0,00",FALSE,TRUE,2025-02-15 10:33,,,2025-02-15 10:33,2025-02-15 9:31,2025-03-15 9:31,2025-01-15 9:31,2025-02-15 9:31,"0,00",sub_1N7xkcAFeGZf0UoOkgXhXg19,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QshbGAFeGZf0UoOaMrqsDR4,"39,00",TRUE,eur,cus_R0KW7KNrPHgOlK,2025-02-15 9:23,,"0,00",FALSE,TRUE,2025-02-15 10:24,,,2025-02-15 10:24,2025-02-15 9:22,2025-03-15 9:22,2025-01-15 9:22,2025-02-15 9:22,"0,00",sub_1QLLjlAFeGZf0UoOl09adBeb,"39,00","0,00",,,25,"39,00","39,00",paid,,
in_1Qshb4AFeGZf0UoO9NN5kChd,"79,00",TRUE,eur,cus_RacrzE8NzRWvYl,2025-02-15 9:23,,"0,00",FALSE,TRUE,2025-02-15 10:24,,,2025-02-15 10:24,2025-02-15 9:22,2025-03-15 9:22,2025-01-15 9:22,2025-02-15 9:22,"0,00",sub_1QhSoHAFeGZf0UoOME4zU4zw,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QshWeAFeGZf0UoOjR2PbVwu,"78,00",TRUE,eur,cus_R7urP1uOpz82SE,2025-02-15 9:19,,"0,00",FALSE,TRUE,2025-02-15 10:20,,,2025-02-15 10:20,2025-02-15 9:18,2025-03-15 9:18,2025-01-15 9:18,2025-02-15 9:18,"0,00",sub_1QLLfFAFeGZf0UoOra0VPYoo,"78,00","0,00",,,23,"78,00","78,00",paid,,
in_1QshVDAFeGZf0UoO163Q4OMh,"78,00",TRUE,usd,cus_OevdlxrFl2zUcU,2025-02-15 9:17,,"0,00",FALSE,TRUE,2025-02-15 10:18,,,2025-02-15 10:18,2025-02-15 9:17,2025-03-15 9:17,2025-01-15 9:17,2025-02-15 9:17,"0,00",sub_1PGdxPAFeGZf0UoOZzdcbEm9,"78,00","0,00",,,27,"78,00","78,00",paid,,
in_1QshKKAFeGZf0UoOI6n5dyG3,"39,00",TRUE,usd,cus_QEhtPrYWdA4hjH,2025-02-15 9:06,,"0,00",FALSE,TRUE,2025-02-15 10:07,,,2025-02-15 10:07,2025-02-15 9:05,2025-03-15 9:05,2025-01-15 9:05,2025-02-15 9:05,"0,00",sub_1QhSXqAFeGZf0UoOZzI0DI2K,"39,00","0,00",,,,"39,00","39,00",paid,,
